B	BP	BV	id	normal / touch / 360 / detachable	Brand	Model	Best Price	Color	Screen	RAM	Processor	VRAM	GPU	Storage	OS	MS offc	Warranty	Thickness	Weight	Backlit keyboard	DVD	91mobiles	Amazon	Flipkart	Snapdeal	Tata Cliq	Croma	screen size in numbers	processor score	gpu score	ddr4/ddr3	gddr5/ddr3	ssd/hdd	RAM Memory	VRAM Memory	cpu score bucket	gpu score bucket	comment on processor	comment on GPU	pic name	series name	part number / model name for HP	model name for HP subtracted	Build Score (x/4)	Build Review	Screen Score (x/4)	Screen Review	Audio Score (x/4)	Audio Review	Keyboard (x/4)	Keyboard Review	Touchpad Score (x/4)	Touchpad Review	Heating Score (x/3)	Heating Review	Additional Cons (not in brackets)	Additional Pros (not in brackets)
3	9	21	180	normal	Dell	Vostro 15 3568 (A553101UIN9)	30890	Black	"15.6"" HD"	4GB DDR4	i3 6006U	Integrated	Integrated	1TB 5400RPM	Ubuntu	No	1 yr											15.6	3143	0	1	0	1	4	0	4	0	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U		Vostro 15 3000_15_Black	Vostro 15 3568 	A553101UIN9		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
3	9	21	181	normal	Dell	Inspiron 15 3567 (A561207UIN9)	33490	Black	"15.6"" HD"	4GB DDR4	i3 6006U	Integrated	Integrated	1TB 5400RPM	Ubuntu	No	1 yr											15.6	3143	0	1	0	1	4	0	4	0	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U		Inspiron 15 3000 new_15_Black	Inspiron 15 3567 	A561207UIN9		3	-	2	-	3	-	3	-	3	-	3	-		
3	9	21	182	normal	Dell	Inspiron 14 3467 (A561202SIN9)	33990	Black	"14"" HD"	4GB DDR4	i3 6006U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											14	3143	0	1	0	1	4	0	4	0	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U		Inspiron 14 3000_14_Black	Inspiron 14 3467 	A561202SIN9		3	plastic chasis, back of display is textured, decent hinges	2	average contrast, brightness and color accuracy	3	loud, decent quality	3	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	12	24	183	360	Dell	Inspiron 11 3158 (Z563101HIN9)	41870	Silver	"11.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr	19	1.3									11.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Inspiron 11 3000 2in1 old_11_Silver	Inspiron 11 3158 	Z563101HIN9		-	-	-	-	-	-	-	-	-	-	-	-		
3	9	21	184	normal	Dell	Vostro 15 3568 (Z553505UIN9)	27990	Black	"15.6"" HD"	4GB DDR4	i3 6100U	Integrated	Integrated	1TB 5400RPM	Ubuntu	No	1 yr											15.6	3754	0	1	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Vostro 15 3000_15_Black	Vostro 15 3568 	Z553505UIN9		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
6	12	24	185	normal	Dell	Inspiron 15 5559 (Z566137UIN9)	28499	Silver	"15.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	1TB 5400RPM	DOS	No	1 yr											15.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Inspiron 15 5000_15_Silver	Inspiron 15 5559 	Z566137UIN9		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	12	24	186	normal	Dell	Inspiron 15 5559 (Z546501UIN8)	29870	Silver	"15.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	1TB 5400RPM	Linux	No	1 yr											15.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Inspiron 15 5000_15_Silver	Inspiron 15 5559 	Z546501UIN8		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	12	24	187	normal	Dell	Inspiron 15 5559 (Z566303UIN9)	33490	Silver	"15.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	1TB 5400RPM	Linux	No	1 yr											15.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Inspiron 15 5000_15_Silver	Inspiron 15 5559 	Z566303UIN9		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	12	24	188	normal	Dell	Vostro 15 3568 (Z553505SIN)	34000	Black	"15.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Vostro 15 3000_15_Black	Vostro 15 3568 	Z553505SIN		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
6	12	24	189	normal	Dell	Inspiron 15 5559 (Z566502SIN9)	34979	Silver	"15.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											15.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Inspiron 15 5000_15_Silver	Inspiron 15 5559 	Z566502SIN9		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	12	24	190	normal	Dell	Inspiron 15 5559 (Z566136HIN9)	34999	Black	"15.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Inspiron 15 5000_15_Black	Inspiron 15 5559 	Z566136HIN9		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	12	24	191	normal	Dell	Inspiron 15 5559 (Z566304SIN9)	38890	Blue	"15.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											15.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Inspiron 15 5000_15_Blue	Inspiron 15 5559 	Z566304SIN9		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
3	9	21	192	360	Dell	Inspiron 13 5368 (Z564305SIN9)	49990	Grey	"13.3"" FHD"	4GB DDR4	i3 6100U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											13.3	3754	0	1	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Inspiron 13 5000 2in1_13_Grey	Inspiron 13 5368 	Z564305SIN9		3	strong hinges, body plastic could have been stronger	3	good contrast, low brightness, good viewing angles	2	average quality, thin sound, good volume	3	good spacing, unimpressive depth	3	roughened surface for better precision, responsive	3	-		
3	9	21	193	360	Dell	Inspiron 15 5568 (Z564505SIN9)	51490	Grey	"15.6"" FHD"	4GB DDR4	i3 6100U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											15.6	3754	0	1	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Inspiron 15 5000 2in1_15_Grey	Inspiron 15 5568 	Z564505SIN9		3	strong hinges, smooth edges, feels sturdy	3	good viewing angles, poor color accuracy, decent brightness and contrast	3	good volume, average quality and bass	3	depth could have been better	3	accurate, roughened surface for better precision	3	-		
3	9	21	194	normal	Dell	Vostro 14 3468 (Z552503UIN9)	33890	Black	"14"" HD"	4GB DDR4	i3 7100U	Integrated	Integrated	1TB 5400RPM	Ubuntu	No	1 yr											14	3918	0	1	0	1	4	0	4	0	i3 7100U performs 20-25% better than i3 6006U & 0-5% worse than i5 6200U		Vostro 14 3000_14_Black	Vostro 14 3468 	Z552503UIN9		-	-	-	-	-	-	-	-	-	-	-	-		belongs to dell's business series (less style, stronger chasis, better usability)
3	9	21	195	normal	Dell	Vostro 14 3468 (Z552504SIN9)	38590	Black	"14"" HD"	4GB DDR4	i3 7100U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											14	3918	0	1	0	1	4	0	4	0	i3 7100U performs 20-25% better than i3 6006U & 0-5% worse than i5 6200U		Vostro 14 3000_14_Black	Vostro 14 3468 	Z552504SIN9		-	-	-	-	-	-	-	-	-	-	-	-		belongs to dell's business series (less style, stronger chasis, better usability)
5	11	23	196	normal	Dell	Latitude 14 3450 (CAL3450114X751112IN9)	56000	Grey	"14"" HD"	4GB DDR3	i5 5200U	Integrated	Integrated	500GB 7200RPM	Win 8	No	3 yr											14	3491	0	0	0	2	4	0	4	0	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U		Latitude 14 3000 old_14_Black	Latitude 14 3450 	CAL3450114X751112IN9		3	good plastic, decent hinges	3	good brightness, average colors, contrast & viewing angles	3	good quality, average volume	4	good depth, crisp, even pressure points, quiet	3	roughened surface for better precision	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
6	12	24	197	360	Dell	Inspiron 13 7348 (734858500iST) 	64000	Silver	"13.3"" FHD"	8GB DDR3	i5 5200U	Integrated	Integrated	500GB 5400RPM	Win 8.1	No	1 yr											13.3	3491	0	0	0	1	8	0	4	0	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U		Inspiron 13 7000 2in1 old_13_Silver	Inspiron 13 7348 	734858500iST		3	strong and sturdy hinges, good rubberized surfaces	3	good contrast, brightness and viewing angles	2	average quality, great volume	2	weak feedback due to bad recoil	2	unimpressive accuracy	3	-		
1.5	7.5	19.5	198	touch	Dell	XPS 13 9343 (XPS9343-6365SLV)	111000	Silver	"13.3"" QHD"	8GB DDR3	i5 5200U	Integrated	Integrated	256GB SSD	Win 10	No	1 yr											13.3	3491	0	0	0	3	8	0	4	0	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U		XPS 13 old_13_Silver	XPS 13 9343 	XPS9343-6365SLV		4	feels extremely premium, strong and rigid	4	great contrast and viewing angles, good color accuracy, average brightness	3	good quality, volume is decent considering its size	4	firm keys, smooth surface, crisp keystroke	4	matte finish surface, accurate and precise	3	vent is along the screen hinge, remain cool under stress too		
18	24	24	243	normal	Dell	Inspiron 15 3552 (Z565161UIN9)	23990	Black	"15.6"" HD"	4GB DDR3	Pentium N3700	Integrated	Integrated	500GB 5400RPM	Ubuntu	No	1 yr											15.6	1872	0	0	0	1	4	0	2	0	Pentium N3700 performs 0% better than Celeron N3060 & 40-50% worse than i3 6006U		Inspiron 15 3000_15_Black	Inspiron 15 3552 	Z565161UIN9		3	plastic chasis, back of display is textured, decent hinges	2	average contrast, brightness and color accuracy	3	loud, decent quality	3	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	12	24	200	normal	Dell	Inspiron 15 5558 (Y566001IN9)	52000	Silver	"15.6"" HD"	4GB DDR3	i5 5200U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	3491	0	0	0	1	4	0	4	0	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U		Inspiron 15 5000_15_Silver	Inspiron 15 5558 	Y566001IN9		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
1	1	19	201	normal	Dell	Latitude 14 E7470	69700	Black	"14"" FHD"	8GB DDR4	i5 6200U	Integrated	Integrated	512GB SSD	Win 10	No	1 yr	19.4	1.5			https://www.91mobiles.com/dell-e7470-core-i5-6th-gen-8-gb-512-gb-windows-10-laptop-price-in-india-113323	http://www.amazon.in/Latest-Launch-Dell-Latitude-Ultra-book/dp/B071FDBC24/?tag=www91mobilesc_lp-21&ascsubtag=||1497815442|113323|24|detail-box-vary2|					14	4100	0	1	0	3	8	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Latitude 14 E7470_14_Black	Latitude 14	E7470		4	very sturdy construction, firm hinges with aluminium cover, feels premium and classy	3	good contrast, brightness, colors and viewing angles	3	loud, average quality	4	keys have conical curvature for better grip, firm keys	4	also has a trackpoint, touchpad is smooth and accurate	3	-		belongs to dell's business series (less style, stronger chasis, better usability)
6	6	24	202	360	Dell	Inspiron 15 7568 (Y564501HIN9)	54990	Black	"15.6"" FHD"	8GB DDR3	i5 6200U	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											15.6	4100	0	0	0	1	8	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Inspiron 15 7000 2in1_15_Black	Inspiron 15 7568 	Y564501HIN9		4	feels very premium, brushed aluminium finsih around keyboard and palm rest area, very sturdy build material	3	good viewing angles, poor color accuracy, decent brightness and contrast	2	average quality, good volume	3	depth could have been better	3	nice textured surface, works well	2	bottom might heat up under load		
6	6	24	203	360	Dell	Inspiron 13 7359 (Y542501HIN8)	68700	Silver	"13.3"" FHD"	6GB DDR3	i5 6200U	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											13.3	4100	0	0	0	1	6	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Inspiron 13 7000 2in1 old_13_Silver	Inspiron 13 7359 	Y542501HIN8		3	strong and sturdy hinges, good rubberized surfaces	3	good contrast, brightness and viewing angles	2	average quality, great volume	2	weak feedback due to bad recoil	2	unimpressive accuracy	3	-		
6	6	24	204	360	Dell	Inspiron 13 7359 (Y562501HIN9)	73500	Silver	"13.3"" FHD"	8GB DDR3	i5 6200U	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											13.3	4100	0	0	0	1	8	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Inspiron 13 7000 2in1 old_13_Silver	Inspiron 13 7359 	Y562501HIN9		3	strong and sturdy hinges, good rubberized surfaces	3	good contrast, brightness and viewing angles	2	average quality, great volume	2	weak feedback due to bad recoil	2	unimpressive accuracy	3	-		
1.5	1.5	19.5	205	touch	Dell	XPS 13 (Z560036SIN9)	107690	Silver	"13.3"" QHD"	8GB DDR3	i5 6200U	Integrated	Integrated	256GB SSD	Win 10	Yes	1 yr											13.3	4100	0	0	0	3	8	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		XPS 13_13_Silver	XPS 13 	Z560036SIN9		4	feels premium and strong, has rubberized palm rests	4	good contrast, brightness, colors and viewing angles	3	good quality, volume is decent considering its size	4	short but crisp strokes, quiet and comfortable	4	slightly rubberized clickpad, accurate	2	stays cool under normal usage, rear bottom warms up under stress		
6	6	24	206	normal	Dell	Vostro 15 3559 (3559541TBiBU)	36990	Black	"15.6"" HD"	4GB DDR3	i5 6200U	Integrated	Integrated	1TB 5400RPM	Ubuntu	No	1 yr											15.6	4100	0	0	0	1	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Vostro 15 3000 old_15_Black	Vostro 15 3559 	3559541TBiBU		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
6	6	24	207	normal	Dell	Inspiron 15 5559 (Y566505HIN9)	41726	Black	"15.6"" HD"	4GB DDR3	i5 6200U	Integrated	Integrated	1TB 5400RPM	Win 10	No	2 yr											15.6	4100	0	0	0	1	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Inspiron 15 5000_15_Black	Inspiron 15 5559 	Y566505HIN9		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	6	24	208	normal	Dell	Vostro 15 3559 (Z555310SIN9)	47290	Black	"15.6"" HD"	4GB DDR3	i5 6200U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											15.6	4100	0	0	0	1	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Vostro 15 3000 old_15_Black	Vostro 15 3559 	Z555310SIN9		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
6	6	24	209	normal	Dell	Vostro 15 3559 (Z555132PIN9)	49990	Black	"15.6"" HD"	4GB DDR3	i5 6200U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	4100	0	0	0	1	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Vostro 15 3000 old_15_Black	Vostro 15 3559 	Z555132PIN9		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
6	6	24	210	normal	Dell	Vostro 15 3559 (3559541TBiB)	55200	Black	"15.6"" HD"	4GB DDR3	i5 6200U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	4100	0	0	0	1	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Vostro 15 3000 old_15_Black	Vostro 15 3559 	3559541TBiB		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
3	3	21	211	360	Dell	Inspiron 13 5368 (Z564301HIN9) 	64390	Grey	"13.3"" FHD"	8GB DDR4	i5 6200U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											13.3	4100	0	1	0	1	8	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Inspiron 13 5000 2in1_13_Grey	Inspiron 13 5368 	Z564301HIN9		3	strong hinges, body plastic could have been stronger	3	good contrast, low brightness, good viewing angles	2	average quality, thin sound, good volume	3	good spacing, unimpressive depth	3	roughened surface for better precision, responsive	3	-		
3	3	21	212	360	Dell	Inspiron 15 5568 (Z564303SIN9)	66890	Grey	"15.6"" FHD"	8GB DDR4	i5 6200U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											15.6	4100	0	1	0	1	8	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Inspiron 15 5000 2in1_15_Grey	Inspiron 15 5568 	Z564303SIN9		3	strong hinges, smooth edges, feels sturdy	3	good viewing angles, poor color accuracy, decent brightness and contrast	3	good volume, average quality and bass	3	depth could have been better	3	accurate, roughened surface for better precision	3	-		
1.5	1.5	19.5	213	normal	Dell	XPS 13 9360 (Z560041SIN9)	108990	Silver	"13.3"" FHD"	8GB DDR3	i5 7200U	Integrated	Integrated	256GB SSD	Win 10	Yes	1 yr											13.3	4732	0	0	0	3	8	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		XPS 13_13_Silver	XPS 13 9360 	Z560041SIN9		4	feels premium and strong, has rubberized palm rests	4	good contrast, brightness, colors and viewing angles	3	good quality, volume is decent considering its size	4	short but crisp strokes, quiet and comfortable	4	slightly rubberized clickpad, accurate	2	stays cool under normal usage, rear bottom warms up under stress		
1.5	1.5	19.5	214	normal	Dell	XPS 13 9360 (Z560041SIN9)	108990	Silver	"13.3"" FHD"	8GB DDR3	i5 7200U	Integrated	Integrated	256GB SSD	Win 10	Yes	1 yr											13.3	4732	0	0	0	3	8	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		XPS 13_13_Silver	XPS 13 9360 	Z560041SIN9		4	feels premium and strong, has rubberized palm rests	4	good contrast, brightness, colors and viewing angles	3	good quality, volume is decent considering its size	4	short but crisp strokes, quiet and comfortable	4	slightly rubberized clickpad, accurate	2	stays cool under normal usage, rear bottom warms up under stress		
3	3	21	215	normal	Dell	Inspiron 15 3567 (A561217UIN9)	42290	Black	"15.6"" HD"	4GB DDR4	i5 7200U	Integrated	Integrated	1TB 5400RPM	Ubuntu	No	1 yr											15.6	4732	0	1	0	1	4	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Inspiron 15 3000 new_15_Black	Inspiron 15 3567 	A561217UIN9		3	-	2	-	3	-	3	-	3	-	3	-		
3	3	21	216	normal	Dell	Vostro 15 3568 (A553105UIN9)	42790	Black	"15.6"" HD"	4GB DDR4	i5 7200U	Integrated	Integrated	1TB 5400RPM	Ubuntu	No	1 yr											15.6	4732	0	1	0	1	4	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Vostro 15 3000_15_Black	Vostro 15 3568 	A553105UIN9		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
3	3	21	217	360	Dell	Inspiron 13 5378 (i5378-0028GRY)	64500	Grey	"13.3"" FHD"	8GB DDR4	i5 7200U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											13.3	4732	0	1	0	1	8	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Inspiron 13 5000 2in1_13_Grey	Inspiron 13 5378 	i5378-0028GRY		3	strong hinges, body plastic could have been stronger	3	good contrast, low brightness, good viewing angles	2	average quality, thin sound, good volume	3	good spacing, unimpressive depth	3	roughened surface for better precision, responsive	3	-		
3	3	21	218	360	Dell	Inspiron 13 5378 (Z564501SIN9)	67590	Grey	"13.3"" FHD"	8GB DDR4	i5 7200U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											13.3	4732	0	1	0	1	8	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Inspiron 13 5000 2in1_13_Grey	Inspiron 13 5378 	Z564501SIN9		3	strong hinges, body plastic could have been stronger	3	good contrast, low brightness, good viewing angles	2	average quality, thin sound, good volume	3	good spacing, unimpressive depth	3	roughened surface for better precision, responsive	3	-		
3	3	21	219	360	Dell	Inspiron 15 5578 (Z564503SIN9)	68590	Grey	"15.6"" FHD"	8GB DDR4	i5 7200U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											15.6	4732	0	1	0	1	8	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Inspiron 15 5000 2in1_15_Grey	Inspiron 15 5578 	Z564503SIN9		3	strong hinges, smooth edges, feels sturdy	3	good viewing angles, poor color accuracy, decent brightness and contrast	3	good volume, average quality and bass	3	depth could have been better	3	accurate, roughened surface for better precision	3	-		
3	3	21	220	360	Dell	Inspiron 15 5578 (i5578-2451GRY)	72999	Grey	"15.6"" FHD"	8GB DDR4	i5 7200U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	4732	0	1	0	1	8	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Inspiron 15 5000 2in1_15_Grey	Inspiron 15 5578 	i5578-2451GRY		3	strong hinges, smooth edges, feels sturdy	3	good viewing angles, poor color accuracy, decent brightness and contrast	3	good volume, average quality and bass	3	depth could have been better	3	accurate, roughened surface for better precision	3	-		
1.5	7.5	19.5	221	360	Dell	Inspiron 13 7348 (X560757IN9)	76990	Silver	"13.3"" FHD"	8GB DDR3	i7 5500U	Integrated	Integrated	256GB SSD	Win 8.1	No	1 yr											13.3	4007	0	0	0	3	8	0	4	0	i7 5500U performs 25-30% better than i3 6006U & 0-5% worse than i5 6200U		Inspiron 13 7000 2in1 old_13_Silver	Inspiron 13 7348 	X560757IN9		3	strong and sturdy hinges, good rubberized surfaces	3	good contrast, brightness and viewing angles	2	average quality, great volume	2	weak feedback due to bad recoil	2	unimpressive accuracy	3	-		
1.5	7.5	19.5	222	touch	Dell	XPS 13 (XPS1378256iAT1)	135000	Silver	"13.3"" QHD"	8GB DDR3	i7 5500U	Integrated	Integrated	256GB SSD	Win 8.1	No	1 yr											13.3	4007	0	0	0	3	8	0	4	0	i7 5500U performs 25-30% better than i3 6006U & 0-5% worse than i5 6200U		XPS 13_13_Silver	XPS 13 	XPS1378256iAT1		4	feels premium and strong, has rubberized palm rests	4	good contrast, brightness, colors and viewing angles	3	good quality, volume is decent considering its size	4	short but crisp strokes, quiet and comfortable	4	slightly rubberized clickpad, accurate	2	stays cool under normal usage, rear bottom warms up under stress		
3	3	21	223	360	Dell	Inspiron 15 5568 (Z564304SIN9)	70790	Grey	"15.6"" FHD"	8GB DDR4	i7 6500U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											15.6	4431	0	1	0	1	8	0	5	0	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U		Inspiron 15 5000 2in1_15_Grey	Inspiron 15 5568 	Z564304SIN9		3	strong hinges, smooth edges, feels sturdy	3	good viewing angles, poor color accuracy, decent brightness and contrast	3	good volume, average quality and bass	3	depth could have been better	3	accurate, roughened surface for better precision	3	-		
3	3	21	224	360	Dell	Inspiron 13 5368 (Z564302HIN9)	71290	Grey	"13.3"" FHD"	8GB DDR4	i7 6500U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											13.3	4431	0	1	0	1	8	0	5	0	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U		Inspiron 13 5000 2in1_13_Grey	Inspiron 13 5368 	Z564302HIN9		3	strong hinges, body plastic could have been stronger	3	good contrast, low brightness, good viewing angles	2	average quality, thin sound, good volume	3	good spacing, unimpressive depth	3	roughened surface for better precision, responsive	3	-		
